ticker,company,market,meeting_type,run_no,status,elapsed_s,agenda,for,against,review,candidates
214150,클래시스,KOSDAQ,annual,2,exact,13.1,6,1,0,5,2
032820,우리기술,KOSDAQ,annual,3,exact,13.3,3,1,0,2,0
357780,솔브레인,KOSDAQ,annual,2,exact,9.5,8,1,0,7,1
263750,펄어비스,KOSDAQ,annual,3,exact,10.1,8,1,0,7,4
214150,클래시스,KOSDAQ,annual,3,exact,7.1,6,1,0,5,2
178320,서진시스템,KOSDAQ,annual,1,exact,18.5,9,2,0,7,3
357780,솔브레인,KOSDAQ,annual,3,exact,8.3,8,1,0,7,1
226950,올릭스,KOSDAQ,annual,1,exact,14.3,4,2,0,2,4
178320,서진시스템,KOSDAQ,annual,2,exact,6.7,9,2,0,7,3
064760,티씨케이,KOSDAQ,annual,1,exact,15.5,5,1,0,4,5
319400,현대무벡스,KOSDAQ,annual,1,exact,20.7,10,1,0,9,8
214450,파마리서치,KOSDAQ,annual,1,exact,18.1,10,1,0,9,8
226950,올릭스,KOSDAQ,annual,2,exact,15.4,4,2,0,2,4
178320,서진시스템,KOSDAQ,annual,3,exact,14.8,9,2,0,7,3
064760,티씨케이,KOSDAQ,annual,2,exact,14.9,5,1,0,4,5
319400,현대무벡스,KOSDAQ,annual,2,exact,12.7,10,1,0,9,8
214450,파마리서치,KOSDAQ,annual,2,exact,16.3,10,1,0,9,8
226950,올릭스,KOSDAQ,annual,3,exact,16.5,4,2,0,2,4
347850,디앤디파마텍,KOSDAQ,annual,1,exact,34.5,6,2,0,4,4
064760,티씨케이,KOSDAQ,annual,3,exact,15.4,5,1,0,4,5
319400,현대무벡스,KOSDAQ,annual,3,exact,13.6,10,1,0,9,8
214450,파마리서치,KOSDAQ,annual,3,exact,9.0,10,1,0,9,8
347850,디앤디파마텍,KOSDAQ,annual,2,exact,8.5,6,2,0,4,4
222800,심텍,KOSDAQ,annual,1,exact,26.4,9,0,0,9,1
237690,에스티팜,KOSDAQ,annual,1,exact,10.4,8,1,0,7,3
347850,디앤디파마텍,KOSDAQ,annual,3,exact,12.6,6,2,0,4,4
222800,심텍,KOSDAQ,annual,2,exact,11.2,9,0,0,9,1
237690,에스티팜,KOSDAQ,annual,2,exact,11.3,8,1,0,7,3
084370,유진테크,KOSDAQ,annual,1,exact,27.2,5,1,0,4,1
083650,비에이치아이,KOSDAQ,annual,1,exact,38.3,8,1,4,3,4
145020,휴젤,KOSDAQ,annual,1,exact,61.1,6,2,0,4,10
084370,유진테크,KOSDAQ,annual,2,exact,42.2,5,1,0,4,1
145020,휴젤,KOSDAQ,annual,2,exact,9.2,10,8,0,2,10
237690,에스티팜,KOSDAQ,annual,3,exact,58.5,8,0,0,8,3
222800,심텍,KOSDAQ,annual,3,exact,59.3,9,0,0,9,1
083650,비에이치아이,KOSDAQ,annual,2,exact,38.5,8,1,4,3,4
084370,유진테크,KOSDAQ,annual,3,exact,22.9,5,1,0,4,1
145020,휴젤,KOSDAQ,annual,3,exact,22.7,10,8,0,2,10
005290,동진쎄미켐,KOSDAQ,annual,1,no_filing,75.3,0,0,0,0,0
005290,동진쎄미켐,KOSDAQ,annual,2,exact,7.1,7,1,0,6,3
083650,비에이치아이,KOSDAQ,annual,3,exact,23.6,8,1,4,3,4
043260,성호전자,KOSDAQ,annual,1,exact,29.0,4,1,0,3,1
058610,에스피지,KOSDAQ,annual,1,exact,30.0,6,1,2,3,2
100790,M레거시벤처투자,KOSDAQ,annual,1,exact,23.9,10,7,0,3,5
005290,동진쎄미켐,KOSDAQ,annual,3,exact,18.2,7,1,0,6,3
098460,고영,KOSDAQ,annual,1,exact,29.2,8,2,0,6,3
100790,M레거시벤처투자,KOSDAQ,annual,2,exact,8.6,10,7,0,3,5
257720,실리콘투,KOSDAQ,annual,1,exact,30.7,10,6,0,4,6
043260,성호전자,KOSDAQ,annual,2,exact,26.5,4,1,0,3,1
058610,에스피지,KOSDAQ,annual,2,exact,25.0,6,1,2,3,2
098460,고영,KOSDAQ,annual,2,exact,16.1,8,2,0,6,3
058610,에스피지,KOSDAQ,annual,3,exact,16.7,6,1,2,3,2
043260,성호전자,KOSDAQ,annual,3,exact,17.8,4,1,0,3,1
100790,M레거시벤처투자,KOSDAQ,annual,3,exact,25.3,10,7,0,3,5
031980,피에스케이홀딩스,KOSDAQ,annual,1,exact,32.2,8,1,3,4,3
098460,고영,KOSDAQ,annual,3,exact,12.9,8,2,0,6,3
257720,실리콘투,KOSDAQ,annual,2,exact,27.6,10,6,0,4,6
031980,피에스케이홀딩스,KOSDAQ,annual,2,exact,17.4,8,1,3,4,3
257720,실리콘투,KOSDAQ,annual,3,exact,15.6,10,6,0,4,6
031980,피에스케이홀딩스,KOSDAQ,annual,3,exact,12.6,8,1,3,4,3
140410,메지온,KOSDAQ,annual,1,exact,31.4,9,1,0,8,4
067310,하나마이크론,KOSDAQ,annual,1,exact,33.7,5,2,0,3,1
082920,비츠로셀,KOSDAQ,annual,1,exact,48.7,10,4,0,6,4
319660,피에스케이,KOSDAQ,annual,1,exact,52.2,8,1,0,7,4
140410,메지온,KOSDAQ,annual,2,exact,39.2,9,1,0,8,4
319660,피에스케이,KOSDAQ,annual,2,exact,18.3,8,1,0,7,4
082920,비츠로셀,KOSDAQ,annual,2,exact,23.9,10,4,0,6,4
067310,하나마이크론,KOSDAQ,annual,2,exact,44.1,5,2,0,3,1
131970,두산테스나,KOSDAQ,annual,1,exact,66.0,5,2,0,3,8
030530,원익홀딩스,KOSDAQ,annual,1,no_filing,74.4,0,0,0,0,0
319660,피에스케이,KOSDAQ,annual,3,exact,44.0,8,0,0,8,4
082920,비츠로셀,KOSDAQ,annual,3,exact,43.3,10,4,0,6,4
140410,메지온,KOSDAQ,annual,3,exact,47.4,9,1,0,8,4
131970,두산테스나,KOSDAQ,annual,2,exact,20.6,10,8,0,2,8
030530,원익홀딩스,KOSDAQ,annual,2,exact,24.1,7,1,0,6,4
067310,하나마이크론,KOSDAQ,annual,3,exact,52.9,5,2,0,3,1
030530,원익홀딩스,KOSDAQ,annual,3,exact,13.9,7,1,0,6,4
459510,나우로보틱스,KOSDAQ,extraordinary,1,exact,20.4,1,0,0,1,0
218410,RFHIC,KOSDAQ,annual,1,exact,23.8,5,1,0,4,0
131970,두산테스나,KOSDAQ,annual,3,exact,23.8,10,8,0,2,8
066430,아이로보틱스,KOSDAQ,extraordinary,1,exact,24.6,10,0,0,10,0
459510,나우로보틱스,KOSDAQ,extraordinary,2,exact,8.7,1,0,0,1,0
218410,RFHIC,KOSDAQ,annual,2,exact,7.7,5,1,0,4,0
066430,아이로보틱스,KOSDAQ,extraordinary,2,exact,7.1,10,0,0,10,0
067170,오텍,KOSDAQ,extraordinary,1,exact,14.9,1,0,0,1,0
042040,케이피엠테크,KOSDAQ,extraordinary,1,no_filing,12.5,0,0,0,0,0
459510,나우로보틱스,KOSDAQ,extraordinary,3,exact,7.4,1,0,0,1,0
066430,아이로보틱스,KOSDAQ,extraordinary,3,exact,6.7,10,0,0,10,0
218410,RFHIC,KOSDAQ,annual,3,exact,7.9,5,1,0,4,0
042040,케이피엠테크,KOSDAQ,extraordinary,2,no_filing,3.0,0,0,0,0,0
067170,오텍,KOSDAQ,extraordinary,2,exact,4.7,1,0,0,1,0
052690,한전기술,KOSPI,extraordinary,1,exact,6.1,1,0,0,1,0
007720,소노스퀘어,KOSDAQ,extraordinary,1,exact,29.9,3,0,0,3,0
304100,솔트룩스,KOSDAQ,extraordinary,1,no_filing,8.1,0,0,0,0,0
299660,셀리드,KOSDAQ,extraordinary,1,no_filing,9.0,0,0,0,0,0
042040,케이피엠테크,KOSDAQ,extraordinary,3,no_filing,8.6,0,0,0,0,0
067170,오텍,KOSDAQ,extraordinary,3,exact,8.5,1,0,0,1,0
052690,한전기술,KOSPI,extraordinary,2,exact,6.0,1,0,0,1,0
007720,소노스퀘어,KOSDAQ,extraordinary,2,exact,5.7,3,0,0,3,0
299660,셀리드,KOSDAQ,extraordinary,2,no_filing,4.3,0,0,0,0,0
304100,솔트룩스,KOSDAQ,extraordinary,2,no_filing,5.7,0,0,0,0,0
192250,케이사인,KOSDAQ,extraordinary,1,no_filing,5.8,0,0,0,0,0
318000,KBG,KOSDAQ,extraordinary,1,no_filing,6.1,0,0,0,0,0
007720,소노스퀘어,KOSDAQ,extraordinary,3,exact,5.2,3,0,0,3,0
299660,셀리드,KOSDAQ,extraordinary,3,no_filing,3.6,0,0,0,0,0
052690,한전기술,KOSPI,extraordinary,3,exact,6.2,1,0,0,1,0
304100,솔트룩스,KOSDAQ,extraordinary,3,no_filing,3.3,0,0,0,0,0
192250,케이사인,KOSDAQ,extraordinary,2,no_filing,1.9,0,0,0,0,0
318000,KBG,KOSDAQ,extraordinary,2,no_filing,2.1,0,0,0,0,0
058110,멕아이씨에스,KOSDAQ,extraordinary,1,no_filing,3.3,0,0,0,0,0
200230,텔콘RF제약,KOSDAQ,extraordinary,1,no_filing,4.5,0,0,0,0,0
219750,한국비티비,KOSDAQ,extraordinary,1,no_filing,5.3,0,0,0,0,0
192250,케이사인,KOSDAQ,extraordinary,3,no_filing,4.8,0,0,0,0,0
318000,KBG,KOSDAQ,extraordinary,3,no_filing,7.3,0,0,0,0,0
058110,멕아이씨에스,KOSDAQ,extraordinary,2,no_filing,5.9,0,0,0,0,0
200230,텔콘RF제약,KOSDAQ,extraordinary,2,no_filing,5.7,0,0,0,0,0
219750,한국비티비,KOSDAQ,extraordinary,2,no_filing,5.6,0,0,0,0,0
215480,토박스코리아,KOSDAQ,extraordinary,1,no_filing,5.1,0,0,0,0,0
032080,아즈텍WB,KOSDAQ,extraordinary,1,no_filing,3.2,0,0,0,0,0
058110,멕아이씨에스,KOSDAQ,extraordinary,3,no_filing,2.9,0,0,0,0,0
200230,텔콘RF제약,KOSDAQ,extraordinary,3,no_filing,2.3,0,0,0,0,0
215480,토박스코리아,KOSDAQ,extraordinary,2,no_filing,2.0,0,0,0,0,0
219750,한국비티비,KOSDAQ,extraordinary,3,no_filing,2.3,0,0,0,0,0
032080,아즈텍WB,KOSDAQ,extraordinary,2,no_filing,1.8,0,0,0,0,0
011000,진원생명과학,KOSPI,extraordinary,1,exact,14.4,10,0,0,10,0
366030,공구우먼,KOSDAQ,extraordinary,1,no_filing,4.8,0,0,0,0,0
215480,토박스코리아,KOSDAQ,extraordinary,3,no_filing,4.5,0,0,0,0,0
032080,아즈텍WB,KOSDAQ,extraordinary,3,no_filing,4.9,0,0,0,0,0
011000,진원생명과학,KOSPI,extraordinary,2,exact,5.6,10,0,0,10,0
054180,메디콕스,KOSDAQ,extraordinary,1,exact,8.1,4,0,0,4,0
366030,공구우먼,KOSDAQ,extraordinary,2,no_filing,3.9,0,0,0,0,0
140070,서플러스글로벌,KOSDAQ,extraordinary,1,no_filing,3.7,0,0,0,0,0
098660,에스티오,KOSDAQ,extraordinary,1,no_filing,11.0,0,0,0,0,0
011000,진원생명과학,KOSPI,extraordinary,3,exact,10.1,10,0,0,10,0
366030,공구우먼,KOSDAQ,extraordinary,3,no_filing,9.4,0,0,0,0,0
054180,메디콕스,KOSDAQ,extraordinary,2,exact,10.0,4,0,0,4,0
140070,서플러스글로벌,KOSDAQ,extraordinary,2,no_filing,10.8,0,0,0,0,0
098660,에스티오,KOSDAQ,extraordinary,2,no_filing,9.1,0,0,0,0,0
054180,메디콕스,KOSDAQ,extraordinary,3,exact,8.5,4,0,0,4,0
140070,서플러스글로벌,KOSDAQ,extraordinary,3,no_filing,7.0,0,0,0,0,0
083450,GST,KOSDAQ,extraordinary,1,no_filing,11.2,0,0,0,0,0
483650,달바글로벌,KOSPI,extraordinary,1,exact,32.5,2,0,0,2,0
114840,아이패밀리에스씨,KOSDAQ,extraordinary,1,no_filing,6.7,0,0,0,0,0
098660,에스티오,KOSDAQ,extraordinary,3,no_filing,8.9,0,0,0,0,0
083450,GST,KOSDAQ,extraordinary,2,no_filing,7.1,0,0,0,0,0
114840,아이패밀리에스씨,KOSDAQ,extraordinary,2,no_filing,3.6,0,0,0,0,0
483650,달바글로벌,KOSPI,extraordinary,2,exact,5.0,2,0,0,2,0
304840,피플바이오,KOSDAQ,extraordinary,1,no_filing,4.2,0,0,0,0,0
0030R0,대신밸류리츠,KOSPI,extraordinary,1,no_filing,25.2,0,0,0,0,0
083450,GST,KOSDAQ,extraordinary,3,no_filing,9.1,0,0,0,0,0
066790,씨씨에스,KOSDAQ,extraordinary,1,exact,18.8,4,0,0,4,0
114840,아이패밀리에스씨,KOSDAQ,extraordinary,3,no_filing,9.8,0,0,0,0,0
304840,피플바이오,KOSDAQ,extraordinary,2,no_filing,8.3,0,0,0,0,0
483650,달바글로벌,KOSPI,extraordinary,3,exact,9.6,2,0,0,2,0
0030R0,대신밸류리츠,KOSPI,extraordinary,2,no_filing,6.4,0,0,0,0,0
230360,에코마케팅,KOSDAQ,extraordinary,1,no_filing,4.7,0,0,0,0,0
304840,피플바이오,KOSDAQ,extraordinary,3,no_filing,5.7,0,0,0,0,0
066790,씨씨에스,KOSDAQ,extraordinary,2,exact,7.9,4,0,0,4,0
015590,DKME,KOSPI,extraordinary,1,no_filing,8.6,0,0,0,0,0
230360,에코마케팅,KOSDAQ,extraordinary,2,no_filing,8.2,0,0,0,0,0
0030R0,대신밸류리츠,KOSPI,extraordinary,3,no_filing,9.1,0,0,0,0,0
341170,퓨쳐메디신,OTHER,extraordinary,1,no_filing,6.3,0,0,0,0,0
015590,DKME,KOSPI,extraordinary,2,no_filing,6.1,0,0,0,0,0
066790,씨씨에스,KOSDAQ,extraordinary,3,exact,9.5,4,0,0,4,0
230360,에코마케팅,KOSDAQ,extraordinary,3,no_filing,5.8,0,0,0,0,0
333620,엔시스,KOSDAQ,extraordinary,1,no_filing,5.2,0,0,0,0,0
341170,퓨쳐메디신,OTHER,extraordinary,2,no_filing,5.6,0,0,0,0,0
015590,DKME,KOSPI,extraordinary,3,no_filing,3.3,0,0,0,0,0
091970,나노캠텍,KOSDAQ,extraordinary,1,exact,18.6,1,0,0,1,0
333620,엔시스,KOSDAQ,extraordinary,2,no_filing,3.3,0,0,0,0,0
368770,파이버프로,KOSDAQ,extraordinary,1,no_filing,4.8,0,0,0,0,0
012160,영흥,KOSPI,extraordinary,1,exact,8.7,1,0,0,1,0
333620,엔시스,KOSDAQ,extraordinary,3,no_filing,20.1,0,0,0,0,0
012160,영흥,KOSPI,extraordinary,2,exact,14.8,1,0,0,1,0
341170,퓨쳐메디신,OTHER,extraordinary,3,no_filing,27.5,0,0,0,0,0
368770,파이버프로,KOSDAQ,extraordinary,2,no_filing,24.5,0,0,0,0,0
091970,나노캠텍,KOSDAQ,extraordinary,2,exact,27.1,1,0,0,1,0
012160,영흥,KOSPI,extraordinary,3,exact,7.1,1,0,0,1,0
049080,기가레인,KOSDAQ,extraordinary,1,no_filing,7.5,0,0,0,0,0
210120,캔버스엔,KOSDAQ,extraordinary,1,exact,29.7,10,0,0,10,0
368770,파이버프로,KOSDAQ,extraordinary,3,no_filing,8.4,0,0,0,0,0
091970,나노캠텍,KOSDAQ,extraordinary,3,exact,8.4,1,0,0,1,0
049080,기가레인,KOSDAQ,extraordinary,2,no_filing,8.2,0,0,0,0,0
210120,캔버스엔,KOSDAQ,extraordinary,2,exact,9.1,10,0,0,10,0
192440,슈피겐코리아,KOSDAQ,extraordinary,1,no_filing,8.5,0,0,0,0,0
049080,기가레인,KOSDAQ,extraordinary,3,no_filing,8.3,0,0,0,0,0
192440,슈피겐코리아,KOSDAQ,extraordinary,2,no_filing,4.0,0,0,0,0,0
210120,캔버스엔,KOSDAQ,extraordinary,3,exact,9.8,10,0,0,10,0
011200,HMM,KOSPI,extraordinary,1,no_filing,4.2,0,0,0,0,0
192440,슈피겐코리아,KOSDAQ,extraordinary,3,no_filing,3.3,0,0,0,0,0
215100,로보로보,KOSDAQ,extraordinary,1,no_filing,3.6,0,0,0,0,0
064090,인크레더블버즈,KOSDAQ,extraordinary,1,exact,24.5,3,0,0,3,0
059210,메타바이오메드,KOSDAQ,extraordinary,1,no_filing,4.2,0,0,0,0,0
011200,HMM,KOSPI,extraordinary,2,no_filing,6.4,0,0,0,0,0
064090,인크레더블버즈,KOSDAQ,extraordinary,2,exact,4.4,3,0,0,3,0
215100,로보로보,KOSDAQ,extraordinary,2,no_filing,5.2,0,0,0,0,0
900300,오가닉티코스메틱,KOSDAQ,extraordinary,1,exact,24.0,2,0,0,2,0
059210,메타바이오메드,KOSDAQ,extraordinary,2,no_filing,7.6,0,0,0,0,0
064090,인크레더블버즈,KOSDAQ,extraordinary,3,exact,6.1,3,0,0,3,0
215100,로보로보,KOSDAQ,extraordinary,3,no_filing,6.3,0,0,0,0,0
011200,HMM,KOSPI,extraordinary,3,no_filing,7.7,0,0,0,0,0
900300,오가닉티코스메틱,KOSDAQ,extraordinary,2,exact,4.6,2,0,0,2,0
059210,메타바이오메드,KOSDAQ,extraordinary,3,no_filing,4.5,0,0,0,0,0
038870,에코심플렉스,KOSDAQ,extraordinary,1,no_filing,4.3,0,0,0,0,0
900270,헝셩그룹,KOSDAQ,extraordinary,1,no_filing,5.2,0,0,0,0,0
085670,뉴프렉스,KOSDAQ,extraordinary,1,exact,41.8,1,1,0,0,0
900300,오가닉티코스메틱,KOSDAQ,extraordinary,3,exact,5.3,2,0,0,2,0
101670,하이드로리튬,KOSDAQ,extraordinary,1,no_filing,6.6,0,0,0,0,0
038870,에코심플렉스,KOSDAQ,extraordinary,2,no_filing,2.7,0,0,0,0,0
900270,헝셩그룹,KOSDAQ,extraordinary,2,no_filing,2.7,0,0,0,0,0
177900,쓰리에이로직스,KOSDAQ,extraordinary,1,no_filing,4.2,0,0,0,0,0
002200,한국수출포장공업,KOSPI,extraordinary,1,no_filing,2.5,0,0,0,0,0
085670,뉴프렉스,KOSDAQ,extraordinary,2,exact,3.3,1,1,0,0,0
101670,하이드로리튬,KOSDAQ,extraordinary,2,no_filing,3.8,0,0,0,0,0
038870,에코심플렉스,KOSDAQ,extraordinary,3,no_filing,3.6,0,0,0,0,0
900270,헝셩그룹,KOSDAQ,extraordinary,3,no_filing,3.8,0,0,0,0,0
002200,한국수출포장공업,KOSPI,extraordinary,2,no_filing,3.4,0,0,0,0,0
177900,쓰리에이로직스,KOSDAQ,extraordinary,2,no_filing,4.3,0,0,0,0,0
085670,뉴프렉스,KOSDAQ,extraordinary,3,exact,4.9,1,1,0,0,0
101670,하이드로리튬,KOSDAQ,extraordinary,3,no_filing,4.2,0,0,0,0,0
359090,씨엔알리서치,KOSDAQ,extraordinary,1,no_filing,4.0,0,0,0,0,0
294090,이오플로우,KOSDAQ,extraordinary,1,exact,6.4,1,0,0,1,0
002200,한국수출포장공업,KOSPI,extraordinary,3,no_filing,6.3,0,0,0,0,0
177900,쓰리에이로직스,KOSDAQ,extraordinary,3,no_filing,5.5,0,0,0,0,0
359090,씨엔알리서치,KOSDAQ,extraordinary,2,no_filing,4.5,0,0,0,0,0
294090,이오플로우,KOSDAQ,extraordinary,2,exact,3.7,1,0,0,1,0
359090,씨엔알리서치,KOSDAQ,extraordinary,3,no_filing,2.8,0,0,0,0,0
294090,이오플로우,KOSDAQ,extraordinary,3,exact,2.9,1,0,0,1,0
290660,다이나믹솔루션,KOSDAQ,extraordinary,1,exact,12.3,3,0,0,3,0
290660,다이나믹솔루션,KOSDAQ,extraordinary,2,exact,2.5,3,0,0,3,0
290660,다이나믹솔루션,KOSDAQ,extraordinary,3,exact,3.8,3,0,0,3,0
